tweet,label
12 ... this is mostly my husband's doing because there's no way I'd have oat milk or an impossible burger on my own 😂 https://t.co/wLnmZ4iPiO,0
"@ItsSeansTweets Zero for me. Almost tried a unicorn frappe, and have considered trying an impossible burger.",0
"@tweettruth2me So they take the same ingredients and form them into different shapes, maybe including slightly different seasoning? Has to be the biggest joke of a food item ever created and yet idiots are buying them up. Every fast food place is selling “beyond and impossible burgers”.",0
i’m pretty sure this is a cold take and everyone agrees but beyond burger &gt; impossible burger,0
I got 15 but IDK I have eaten an impossible burger but it landed me in the hospital so IDK how I feel about that one lol https://t.co/A4yZKH6ESF,0
@LetPurpleSayFuc Turmeric latte and impossible burger tbh.,0
@mediawhiz We priced the Impossible Burger to be competitive with other plant-based meats and premium meats. We hope to decrease cost as we scale and expand the Impossible Burger's availability to more locations! 🚚🍔,0
Damn why does an impossible burger party have to be $3 more to everything?,1
@chrisllana48 We're constantly working on new plant-based meat and dairy products. The Impossible Burger is only the beginning! 🌱❤️,0
"@ImpossibleFoods my nine year old vegetarian by choice is obsessed with the impossible meat and now wants to cook ALL THE FOODS (chili, meat balls, lasagna, shepherds pie, burgers et al.) Can you hook this mama up with some coupons? #feelingbrokebutproud",0
"@Kaikenhuippu @JaremkoAndrew A technological fix, the Impossible™ burger looks like a burger, tastes near-as-damn-like a burger, and out of nowhere the meat industry was running scared. 
 
All our climate solutions should be impossible burgers. https://t.co/FlovHKSUmI",1
@IgorOnRadio @BeyondMeat Говорят Impossible burger круче. Их котлеты.,0
@EBourgeois @ImpossibleFoods Impossible Burgers are definitely NOT the best option. These Ecocide Burgers are just a lot of greenwashing. https://t.co/hj26qTazqU,0
"@spaceandweather Ah, of course! Definitely want to give that one a try! But I've also had some literally 'impossible' burgers: stacked too high with a crusty bun and everything spilling out 🙄",0
"@EBourgeois @ImpossibleFoods Yep, GMO soy causes a complete collapse of the soil ecosystem which when destroyed causes a trophic collapse...so insects die, birds and small mammals die, amphibians die..an so on up the food chain. Impossible Burgers are ECOCIDE BURGERS https://t.co/cVP0JecWzs",1
You couldn’t tell me 3 years ago I would be making impossible burgers listening to keyshia Cole with my lady and our 3 kids 😂😂😂,0
"Burger King’s menu should’ve just been whopper, whopper jr, impossible whopper, DAS IT!",0
"Also, for alpha-gal sufferers (burn in heck, Lone Star Ticks) Impossible brings a special kind of joy to dinner time.

Imagine, by sheer randomness and no fault of your own, not being able to enjoy a burger again.

Then Impossible comes along and… https://t.co/LYKszfIAzu https://t.co/ImDu2sqBdw",0
"The IMPOSSIBLE BURGER Goes GLOBAL | LIVEKINDLY News https://t.co/xadUFxb4n1 via @YouTube

All good news for #veganism
🌱🐾🌏#GoVegan Burger King chicken nuggets. Starbucks #vegan whipped cream. @JambaJuice using @oatly oat milks! 🌱🌱🌱👍🏼👍🏼",0
"@JaremkoAndrew That is one of the main premises, solutions need to be as much as possible, Impossible Burger (tm) solutions that scale like crazy :)",0
"@DaRealMattOates @PorschaPocket Let me guess the 3 you did try. Avocado Toast, Impossible Burger, and it’s a toss up between quinoa, almond butter, or rosè",0
Shut up and let me eat my impossible burger guilt free 🤦🏽‍♀️😂😂😂 https://t.co/ExNMyuetlU,0
"Is it bad that I like to eat Impossible burgers with bacon?
🍔 🥓",0
Doesn’t he hold stock in Impossible Burger LOL https://t.co/kWvGR32jXF,0
How is the impossible burger possible?,0
impossible burgers are actual smacktastic,0
"Today I ate an Impossible burger and fries from The Habit, and I'm drinking tons of water. https://t.co/eDS8kthZ7E",0
Impossible Chicken Nuggets Are ‘Even More Convincing Than the Burger’ https://t.co/0mD0e1hfTU,0
@Cyn_Santana Impossible burger and fries 🍟,0
"@ThatEricAlper Harveys!
The very best fast food burger EVER.
Flame grilled, choose your toppings, best fries and onion rings.
The only problem is their business model seems to be to make it impossible to find.
https://t.co/gIhFw4rlBs",0
"🍔 Grill
Mushroom Swiss Burger
Mushroom Swiss Impossible Burger (veg)
Smoked Tomato Grilled Cheese (veg)",1
"Impossible Burger

https://t.co/0OCsNhaM87

#veganism#vegan https://t.co/emuwWUGAQ1",0
@TimPhi80 You certainly don’t eat fries when your on weight watchers but unless that Burger King and an impossible whopper I’m only eating the fries.,0
"@brpietrowood @joshrpool @Acyn Yeah, no. I'm a vegan and eat Impossible burger regularly.
The most obvious reason why you may have gotten sick from a plant-based burger is, your not use to it. Once you start eating only a vegan diet, your body adjusts.
Eating animals is the most unhealthy diet, not plants.",1
time travelling to 1990 to give river phoenix an impossible burger,0
@MarcusCooks @RoosterHarlem @roosterovertown @ImpossibleFoods Are they from the Impossible company that makes the plant burgers?  I haven't seen them in the market yet.  I hope they are tasty.,0
@ThatEricAlper Burger King’s Impossible Whopper!,0
"@FarmSanctuary the impossible burger is not vegan, are the nuggets?",0
"Really didn't know how this Impossible Meat was gonna work out. Yeah, I'd had a damn good IM burger at a burger joint but there was no telling how things would go  for me considering I'm crap in the kitchen. Very happy to report my spaghetti &amp; meatballs is 😋",1
"I didn't know veganism is when forced to eat only vegan burgers for every meal in the day. You can buy a six pack of Impossible burgers for like 11 bucks at Costco, too. The dollar tree, Walmart, and Winco all sell bulk vegan proteins of all varieties for a dollar a pound or less https://t.co/1JaK0sSVXV",0
"So nice to have fresh food again for a lovely balcony ""BBQ"" (we don't have a BBQ and these are impossible burgers). Accompanied by Benjamin Bridge's non-alcoholic piquette zero which was so refreshing and summery! https://t.co/7bG3kxK0UI",0
"@koryteg Soy isn't the issue. It's the saturated fat content which comes from the coconut oil of the ""meat replacements"" that is just as bad as real meat. Unfortunately for someone like myself who's dietary cholesterol intake needs to be almost 0, impossible burger is a huge win.",1
"Bacon, Steak, Real Beef Burgers, I eat WTH I want to eat Deese and it don't include bugz, impossible lab grown burger GARB! SOOOO if we take out-remove-GITMO staged Ga Peach Oblow-Iranian muzlime Rice 3rd term TREASON shadow gov, GUESS WHAT/ https://t.co/5SAO6vcOjY",0
@joshrpool @Acyn Same here. I tried an Impossible Burger twice last year and got sick twice.,1
"@frumioj @TamarHaspel If you don't like the idea that there's a categorical difference between an apple and an Impossible Burger, we could rephrase (without much change in meaning) to say they have different degrees of human processing, and that might be conjectured to affect the food's properties.",0
Impossible burger said trans rights https://t.co/hkABBfnRle,0
"@frumioj @TamarHaspel On one hand, sure, that's true. On the other hand, ""artificial"" does have a meaning. We can plainly see that there's a significant difference between eating an apple off a tree and eating an Impossible Burger.",0
i’m always scared to order impossible burgers bc what if they give me a real one i wouldn’t know the difference🧍🏻‍♀️,1
"@angellmethod @tess_distefano Sadly, the fake meats tend to have quite a bit of carbs actually. Impossible Burgers, for example, have 9 grams of carbs for a 4 ounce burger vs 0 for ground beef.",1
"@jwmares Beyond Meat and Impossible burgers are still burgers. However they allow us to enjoy burgers without supporting factory farming or destroying the environment, and they happen to have marginally lower calories / lower cholesterol. Enjoy them for what they are!",1
Voss W the GREAT EATS!!!! 😋🤤#impossibleburger #Vegan #vegetarian #TikTok https://t.co/34ZP2ojTT2,0
"@ian_graham1 @VoyageFoods @indbio @SOSV Ian, a lot of people are struggling with that question. How can we make better food for people, in a more sustainable and affordable manner?

People call Oat Milk ""milk"", or plant-based meat the ""Impossible Burger"". Usually a modifier sorts the confusion.",0
beef prices are through the roof. but also check out this shitty soy replacement impossible meat garbage that will clog your arteries faster than the burger you were eating before.,1
"@suxelamai No because meat &amp; anything that resembles it tooooo much, even if vegan, also grosses me out. Like I can barely eat impossible burgers anymore because they’re too realistic",1
"@TyWorth Yeah, just make sure it’s marketed well. I remember when people tried to say the impossible burger was healthy. It’s not, it’s *healthier* than the alternative, but that’s not even the point. Point is sustainable food source, and they are doing a good job at making that known.",0
spicy impossible nuggets at burger king when,0
"☀️ Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/WQdTVGukKv",1
"@leadandgold_cdh @Gormogons The fake meats like Impossible Burger - rely
on massive subsidies for their
ingredients. Corporate slop, but Iowa
wants it.",1
Beyond Burger and Impossible Burger appear on the menus of roughly 5 percent of America's restaurants. https://t.co/nwGjVcLpkA,0
"After successfully camouflaging the Impossible Burger by hiding it inside of a Burger King sandwich full of mustard, ketchup, onions and sesame seed bun, the Impossible Chicken Nugget aims for imitating the form of chicken that tastes the most like bread

Devilish, Seymour https://t.co/5wz7p41mb0",0
Yeah so impossible burger tastes better than beyond burger. Neither replaces the taste of the cow,0
@jakegilesmusic That’s the hardest part. Burger kings impossible whopper isn’t bad! And Taco Bell has lots of cheese and bean based stuff,0
@fatnudes I'm going to try impossible burgers tonight!,0
@Awktopian Go eat an impossible fat burger,0
@lyn_jermey I’m probably not the best one to help because I feel like we should all stop enjoying the taste of death 🤣🤣 have you tried the Beyond or Impossible burgers and products? I can’t eat them because they are too realistic! 🤨😂👏🏻,0
Feed me a Impossible Burger pls https://t.co/Cx2SkjnJah,1
@AnnaDsays Impossible burgers are both.,0
"☀️ Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/ucHLP5EEb0",1
Burger King changed their ranch 😭 I live off the impossible whopper and fries soaked in ranch. I feel personally attacked @BurgerKing plz fix this Lmao it tastes like pickles and rosemary and I’m not vibing with it,0
@hilaryagro Impossible Burger done right 💯,0
An impossible burger! 🍔 https://t.co/iCJnZwostR,0
"@imESAM Going to have to disagree with that one. I love impossible burger, tastes amazing! Not like beef, but amazing",0
Impossible Burgers are 13 times more carbon efficient than beef burgers and use 50 times less water. Boop.,0
"🍔 Grill
Mushroom Swiss Burger
Mushroom Swiss Impossible Burger (veg)
Smoked Tomato Grilled Cheese (veg)",1
@ThatEricAlper Burger King and their impossible Whopper.,0
time to stock up on impossible burgers to fulfill my femboy agenda https://t.co/BWl758bgdo,0
"I always think of that Parks &amp; Recreation hamburger gag when I have an impossible burger, but this random ass food cart finally elevated one to “genuinely better than a plain burger” https://t.co/lDcCefJVcX",0
Just ate the impossible burger at almighty sando truck and wow that is intimidating lol,0
"@bcoate42 @heyjaykane @janekleeb @NFUDC You're thinking of Burger King, McDonald's doesn't sell impossible meat.",0
why the fuck did someone come in asking for a burger??? whole time he wanted an impossible sandwich tf,1
"""impossible burger"" is a misnomer. they actually figured out how to make it",0
All you niggaz eating impossible patties might as eat a mondo burger my boy,0
"@cuxntyboy Burger King has the Impossible Whopper.
If McDonalds had a meat replacement burger I'd go for that instead.",0
"#ALFREDO #WEDNESDAY here at Bobby B's &lt;3
Choose among our delish versions:
#CHICKEN
#SHRIMP
#VEGGIE
See you soon at Bobby B's!
#Pasta #ImpossibleVeggieBurger #ImpossibleBurger #Special #SpecialOfTheDay #VineyardHaven #Takeout #IslandWide #Delivery #MarthasVineyard https://t.co/6307ezqgTC",0
Beyond Burger and Impossible Burger appear on the menus of roughly 5 percent of America's restaurants. https://t.co/2khN8Y015w,0
"Riding the waves of success of soy, oat and other alternatives to milk, as well as vegan burgers made by Beyond Meat and Impossible Foods, a broad variety of plant-based foods are showing up on restaurant menus and in grocery store…https://t.co/qT1yHBkXML https://t.co/luqjGD5x9k",0
@BohoinChicago @MAPedenCoviello Oh really? Cool impossible burger at BK?,0
"#beyondmeat #beyond #meat #impossibleburger
#impossible #burger https://t.co/bIgqffiEBI",0
the impossible whopper from burger king is mad addictive,0
"@ivanassen Абе моля ти се, ще ни убеждавали. То това да няма месо не е като да се снимаш с Impossible Burger за социалките, а после да се намухаш с истинско теле. Ама хората или забравят, или са прекалено малки да помнят...",0
"Very good to finally see Impossible go into chicken. But from the ingredients, it seems that nothing 'magical' is in there (like the hemoglobin in their burgers). It's just soy protein with oil and seasoning? Anyway, looking forward to trying. https://t.co/ehDRw8y8SN",0
"@fordarkness I tried Impossible Burger once, and to me it didn't taste anything like beef. So, not sure I'm going to go out of my way to try this.",0
@LukeChudoba I haven't tried these but I tried the impossible burger and it was the worst tasting veggie burger I've ever had. It actually made me sick.,1
"@guypratt @ThatEricAlper We like Impossible Burger patties, too. I mince onions, put them on top of the patty, then wrap in packets and steam them in Instant Pot.
Put them on a toasted sesame burger bun. They’re like White Castle, only vegan.",0
Can the company behind the Impossible burger replicate the most controversial item in fast food? We dug in.  https://t.co/etZTdi4uTN,0
"Le dedicamos mucha atención a los alternativos a la carne (Beyond Meat, Impossible Burger) pero parece que se están consiguiendo también buenas alternativas al pescado. https://t.co/8jPXfR2Zkw",1
@ACTBrigitte You want people whom the government destroyed their businesses and are making it impossible to rebuild to work at burger king?,1
"@DelilahGarret I haven’t tried the Impossible Whopper, but there’s a local burger place that has Impossible burgers and I looooooooove ‘em.",0
"It may seem impossible to pack so much goodness onto one bun, but this burger is not too good to be true.
#KEG #Kopalasmith #UnpluggedNight https://t.co/hW9Rmuu9rP",0
"@JanelleBitker Honestly I wanna try these! I was super skeptical of impossible beef until I tried it at a place called Monty’s Good Burger. One of the best I’ve ever had at a burger joint too.

Hope these nuggets are good!",0
I only eat Impossible and Beyond burgers now—don’t think I will ever ask “Where’s the beef?” again… https://t.co/LexnFCi2xm,0
@Chris_Hawkey What are the impossible chicken nuggets come out maybe you should get nuggets from McDonald’s Wendy’s Burger King some other places and blindfold Cory and have them try to identify them blindfolded and then make the impossible nuggets in there,0
@BurgerKing Another Whopper Wednesday with no deal for the Impossible Whopper in the Burger King app. https://t.co/Nim3mrEsEi,0
Impossible Burger,0
"@jessinhtx I'm so tired of regular tragedies, employment issues, problems in the field, and capitalism as a whole.  I want a complete vacation for me and mine for two years to heal, and that's impossible.",1
@richsignorelli @FreshDirect Wow!!! I actually made an impossible burger on Saturday. It was pretty good!!😊❤️❤️,0
"""Beyond Burger &amp; Impossible Burger appear on ~5% of menus around US...Almond, oat &amp; other nondairy products make up 14% of milk sales....Orders for plant-based items from large food distributors were up 20% in June from the same time in 2019""
https://t.co/Yxe23laQ9k",0
"@lainey_bugs @sfchronicle Yes, I love options. Impossible Burger’s CEO stated goal a d mission is to eliminate Agriculture. That’s my beef with Impossible. Love all the food choices and food systems that are actively working to tackle climate change. Don’t love corporations who want to eliminate ranchers.",0
My sister had a beef burger and I had an impossible burger. Spent 5 minutes taste testing because we didn’t know which was which. https://t.co/kyfrI75gIY,0
The first time I had a beyond (or maybe impossible I can't remember which) burger I was worried they'd sent out the wrong one lol,1
"@tonykatz the impossible burger is okay, not my first choice. And chicken nuggets made with soy sounds like a bad idea!",0
@DamasKayleigh @BeyondUltra1 Impossible Burgers are not full of cancer causing chemicals.  Don't spread false claims...it makes you sound like a slaughterhouse manager.,1
"Why not just eat the plant, rather than some extremely processed glob of whatever they create. Kinda like the "" Impossible """" burger. https://t.co/VWw4bszToF",0
"If there is an impossible burger option, I will always do it at this point https://t.co/W2Av4sPCfa",0
"@trump_terrible @GovHowardDean Yes true. Impossible burgers are more processed than Spam.
https://t.co/zfUQ8O6EZS",0
"@LyssaCrump speaking @TechExeter said Burger King had a good inclusive advert. ""Burger King - The Impossible Whopper""
Etsy also did a great advert about inclusivity.
Companies are changing.",0
Bullshit. The Impossible burger tastes like asshole. I tried it for free and wouldn't do it again. These gross pastes can't compare to grass fed organic ground beef! https://t.co/l2fAqLGZzh,0
Surely the impossible burger should be called the improbable burger. It looks very possible to me 😏,0
"My grandpa, unprovoked, when I’M eating an impossible burger or what he calls ‘grass’ https://t.co/jJWYWTE52k",0
@MAPedenCoviello @blujreviews Have you had a Burger King impossible burger?  Omg do it. 🤤,0
"@Lancelo61899129 @burger_phoenix J’ai mis les pieds une fois chez Célio.

J’achete 2 falzars censés être identiques de couleurs différentes.

J’essaye le 2nd à la maison, impossible de rentrer le phyon dedans, au moins 2 tailles d’ecart 🙄😑",0
"How about a tonne of offsets with that burger? Better yet, how about an Impossible Burger with a tall glass of @oatly instead? https://t.co/nBy7c1Teo0",0
"🌵 Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/Tx8J3UemFq",1
"Impossible (marka) tav’k cikiyormus, ben baska bi markadan nugget yiyorum bayadir, tadini unuttugumdan mi bilmiyorum ama sahiden AYNI geliyor tadi, impossible da baya yaygin, burger kingten vegan nugget yeriz bu gidisle COK HEYECANLI https://t.co/lzXslgxAgT",0
"@washingtonpost Yeah, the ""impossible burger"" was also advertised as ""healthy"" until it hit my digestive tract &amp; upchucked that whole meal...the body is smart &amp; knows when something is not supposed to be in there in the first place.",0
@BurgerKing How is the impossible burger even possible? 🤯,0
"All I want is an impossible whopper from burger king after my radio show, but the king closes early in this town",1
"@siamesesin I'm obsessed with Impossible burgers Beyond meat and all the new plant-based options! I grew up vegan and we didn't have any of this fancy stuff. I ate a lot of tofu, rice and beans, besides tons of veggies, growing up..The only thing we had was Tofurkey and well, it was eww. 😆",1
"@sfchronicle No thank you. Too expensive and too much like Chick'n than chicken. Impossible burgers, same problem. Now that we can farm beef without methane problems, let's keep doing that.",1
"@ibogost Impossible Burger is light-years ahead of all that came before, and a ways ahead it's competitors even now. Impossible Nuggets may bring with them uncountable lives spared torture, and vast amounts of carbon not spared into the atmosphere.",0
@Katrina_HRM Yes! I think I was looking for Impossible Burgers and saw these. Have had them in the deep freezer for months and just decided to try them. They’re good! But read the label because not sure how “healthy” it is,0
@_mecyver Hey I bought it on a whim when looking for impossible burgers. Worth it!,0
Does Delilah deliver? I need that impossible burger wtf,1
theres a new vegan chicken from impossible and im so excited to try it. if its anything like the impossible burger ill be put off at first bc it tastes too much like the real thing,0
"@edcapista Is that an Impossible Burger?
DELISH!!",0
@PrisBlossom I haven't but I want to! I really like Impossible burger 'meat' and use it in place of any ground meat.,0
Any veg friend try this yet? I feel like I might feel icked out if it's too similar? But I do like impossible and beyond burgers soooooo who knows. https://t.co/CKEuHyvaLc,0
"Entre un Beyond Meat et un Impossible Burger, je choisis le bœuf. https://t.co/Fw0nLgz1iJ",0
@AltriveEpic impossible burger isn’t possible,0
I don’t think I can eat another beyond/impossible burger it’s getting real gross,1
I was at Costco and they were givibg out free samples of Impossible Burger Meat so I tried it and thought it tasted like school hamburger meat,0
@Jimmy_O_O_O @sfchronicle They're everywhere. Burger King still sells the Impossible Whopper. Frozen food section has a ton of vegan foods.,0
It is literally impossible for me to choose between sloppy steaks and Dylan's burger. https://t.co/dOXcOndb1D,0
@Axe_Grrl @janekleeb @NFUDC Impossible burger is not a good or ethical alternative,0
@KappaCane Lol my impossible burger on a tostones bun… proud? https://t.co/wFC4KK1mPp,0
@imESAM Beyond has a pretty bad aftertaste imo and I can't get over that (for the burgers). Their sausages are pretty good though. Impossible I think is solid for burgers but I haven't tried any other versions of it if they exist,0
@imESAM ehhhhhhhhhhhh there's worse to me. My dad cooks impossible burgers and its alright. I wouldn't like to have them regularly though.,1
"@smol_Venom @lovelyijoseph me having as much anxiety as i do i know how impossible burger it is to believe these things but i will never take back that statement because to my knowledge and from my experience, you do get secretly complimented a lot and i like that",0
"@seymour_indiana chocolate chip-stuffed raspberries make a good point, my favorite dessert is goat cheese-stuffed raspberries

…can’t believe they have impossible burgers at most fast food chains and we’re still associating vegans with oats. vegans need nasty foods, it’s hard to get calories!!!!",0
"@Molsonoski @McDonalds Thats the new impossible burger, isn't it?",0
@nhpol603 The wine moms stop by the friendly toast (after buying vegan impossible burgers and kombucha at the whole foods) and discuss down ballot races... (jk but seriously though I overheard a woman talking about how she voted for Sununu and Shaheen and he's messed up the pandemic),1
My homemade impossible burger is fckin award worthy!!,0
@AndHeGrows Have you tried impossible burger?,0
"Introducing the Impossible Burger - a patty made of ground-up non-euclidean, eldritch abominations.",0
"@Jimmy_O_O_O @sfchronicle Beyond Burgers beat impossible.  They’re actually really good but still have that gluten aftertaste.  Their sausages are too good, tho",0
@StevieVanZandt And Impossible burgers are awesome.,0
"What problem do the EU and China have with heme? It's already in the Impossible burger.

https://t.co/KVc48OBhLF https://t.co/wRPhkE9dOo",1
@whosalgo @bambooney Impossible burger with soy sauce,0
"@sfchronicle have you ever eaten an impossible burger
tastes like the ass of an elephant",0
@BurntOutUtopian @revlaurelj @sfchronicle Bold of you to assume I eat fast food often :) Last time I had fast food was about a yr ago when I had the impossible burger. I remember because I was at my last job when I ate it.,0
@dredduniverse @StevieVanZandt I love an impossible burger.,0
"@techno_sorcerer Impossible, just like the burger",0
the impossible burger doesn't seem possible,0
@burgerking the impossible nuggets are 3X better than Burger King nuggets. Step up king. I’m ready.,0
"@TheLibraryLouse @Rustykitty65 @paceamorelibri The Gardein and Morningstar Farms ones are great! I’d love to try these too, though I’m not so much a fan of the burgers and they’re impossible to escape now. Pun intended. 😉",0
how is there impossible burger? that doesn't even work,0
@andorade @el_alien La impossible es “imposible” de encontrar en Ecuador. Lo bueno que en Chile probé la Not Burger y me parece mejor también.,0
"🌵 Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/2LLz90AYXN",1
"Watch a professional makes an Impossible Burger
https://t.co/Pm47vDdJwA",0
@molly_claffey I’m vegetarian and just start to omit things that has meat. For example: pastas with a meat sauce or with seafood just omit the meat and do a plain marinara. For burgers use a veggie patty or impossible.,0
@LittLionMan I have one more patty left so I will revisit. I just want to say that Jordan ate the impossible burger and that says a lot 😆,1
"Whaaaat? Impossible Burgers now have some competition, if it doesn’t have a lot of unnecessary ingredients. @yingying74
https://t.co/r63x4o9sZp",0
impossible burger with corn on the cob https://t.co/tlNfahA0UW,0
"🌵 Impossible Burger, la hamburguesa sin carne creada en laboratorio por Impossible Food... https://t.co/zRJXEyE97i",1
is it safe to eat a impossible burger raw,0
"@jonnymiskatonic @ImpossibleFoods @slashgear Thank you.
I'm allergic.
I can eat the impossible burger, but I guess the impossible nuggets are a no go.",0
"@trefryesque i swear the impossible burger bleeds real blood -- i went into a research hole to see if it was a scam. But i have a weakness for fake chicken nuggets, so I'm looking forward to this 😓😝😬😬",1
"@Chellecanhelp I love impossible burgers, but once I found out one patty had like 1,000 mg of salt in it, I had to cut them out. I don’t eat red meat so I’m always looking for a burger substitute, and I know about how bad soy is in large quantities.",0
"@brianchoffman they're both great, some competition in the space is good. Impossible also doesn't yet offer frozen burger patties at most grocery stores",0
Probably like bologna just like the impossible burger https://t.co/qgttYWQG5i,0
what do you mean this burger is impossible i’m literally eating it right now,0
I'm willing to do a taste test. I 100% could tell with the Impossible burger. It was very unpleasant. https://t.co/M8ENe1psy0,0
